"","genes","logFC","logCPM","LR","PValue","ENSEMBL","SYMBOL","GENENAME"
"18500","ENSG00000254030",-6.70765933931045,-1.04484685203961,34.3360786251696,9.02231618934098e-05,"ENSG00000254030","IGLC5","novel transcript, overlapping to TSKU"
"2544","ENSG00000211619",-6.92350417752503,0.256398172410867,24.0067047340503,0.00321968582261092,"ENSG00000211619","None","immunoglobulin kappa variable 1-39 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5740]"
"9128","ENSG00000041982",-3.58092723273286,7.58568070420469,23.6452096942907,0.00321968582261092,"ENSG00000041982","TNC","tenascin C"
"10233","ENSG00000117983",5.32277372105641,2.38141315109477,25.6619425810985,0.00321968582261092,"ENSG00000117983","MUC5B","mucin 5B, oligomeric mucus/gel-forming"
"13197","ENSG00000211892",-4.41897233026949,7.69605717836309,23.7160464504264,0.00321968582261092,"ENSG00000211892","IGHG4","Fc fragment of IgG receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626]"
"13207","ENSG00000265714",-6.25277758931458,-1.96411070523562,23.7332124417071,0.00321968582261092,"ENSG00000265714","None","ferritin heavy chain 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3994]"
"19267","ENSG00000233680",2.87294903411458,-0.751325612401113,25.2527007620348,0.00321968582261092,"ENSG00000233680","HNRNPA1P27","phosphoserine phosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9578]"
"896","ENSG00000117228",-1.7398563048402,6.33065094295276,23.1728624599549,0.00340636665453868,"ENSG00000117228","GBP1","guanylate binding protein 1"
"2545","ENSG00000251039",-4.37469870409795,0.96398274342574,23.0298753677995,0.00340636665453868,"ENSG00000251039","IGKV2D-40","immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:HGNC:5741]"
"4734","ENSG00000169245",-3.8168498481755,2.67289492452853,22.5869407415703,0.00340636665453868,"ENSG00000169245","CXCL10","C-X-C motif chemokine ligand 10"
"8353","ENSG00000170323",1.83605744059276,7.03258249948774,22.7943284407191,0.00340636665453868,"ENSG00000170323","FABP4","fatty acid binding protein 4"
"18462","ENSG00000211644",-4.62346901774511,5.5877808668567,22.5005281128364,0.00340636665453868,"ENSG00000211644","IGLV1-51","novel transcript, antisense to ZNF596"
"1439","ENSG00000026751",-2.99588619270163,3.84230542381314,22.0231752399786,0.00370524117760539,"ENSG00000026751","SLAMF7","SLAM family member 7"
"2502","ENSG00000233999",-4.8224386197401,-1.88329346433345,21.9106219100924,0.00370524117760539,"ENSG00000233999","IGKV3OR2-268","immunoglobulin heavy variable 3-65 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5618]"
"2538","ENSG00000244116",-4.79679443958362,4.30351037860645,22.120917588117,0.00370524117760539,"ENSG00000244116","IGKV2-28","immunoglobulin kappa variable 1-13 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5731]"
"13237","ENSG00000253441",-6.40194158325603,-2.20419955262347,21.5143745436722,0.00427064530750165,"ENSG00000253441","IGHV3-25","glucuronidase, beta (GUSB) pseudogene"
"13212","ENSG00000211904",-5.43327601840167,0.78312392743584,21.209023680878,0.00471341291066844,"ENSG00000211904","IGHJ2","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (FAU) pseudogene"
"13250","ENSG00000211962",-4.07776752469607,3.90350040090031,20.9035556990116,0.00514509925838626,"ENSG00000211962","IGHV1-46","GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220]"
"13265","ENSG00000211973",-5.15459989581286,5.68262548282369,20.8280192348368,0.00514509925838626,"ENSG00000211973","IGHV1-69","heterogeneous nuclear ribonucleoprotein A1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39132]"
"2531","ENSG00000240864",-4.5792653699698,3.31077884331011,20.6063184860825,0.00548781106399262,"ENSG00000240864","IGKV1-16","immunoglobulin heavy variable 7-27 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5663]"
"19269","ENSG00000182489",2.52120297721017,1.11136995200145,20.5073038998512,0.00550393504845825,"ENSG00000182489","XKRX","XK related X-linked"
"11814","ENSG00000257259",4.09511586767722,-1.89252502247605,20.4175699941183,0.00550594143147697,"ENSG00000257259","LINC02388","long intergenic non-protein coding RNA 2388"
"18479","ENSG00000211660",-4.50767340750918,5.301715978771,20.232571287081,0.00580117726711211,"ENSG00000211660","IGLV2-23","novel transcript, overlapping LINGO2"
"19268","ENSG00000179031",3.30110147881112,-1.81016921371471,20.0739884976706,0.00604002933406168,"ENSG00000179031","Z73417.1","pleckstrin homology and RUN domain containing M1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35411]"
"2517","ENSG00000211594",-4.30189510703032,5.74773969312639,19.9784965855157,0.00609533154985364,"ENSG00000211594","IGKJ4","immunoglobulin heavy variable 3-73 [Source:HGNC Symbol;Acc:HGNC:5623]"
"18474","ENSG00000211655",-6.43214162123143,2.64808328181105,19.8225309700037,0.00635907950505536,"ENSG00000211655","IGLV1-36","novel transcript, overlapping ACER2"
"2524","ENSG00000243063",-4.80078155078498,0.647632157049322,19.5749399718414,0.00672167718633962,"ENSG00000243063","IGKV3-7","immunoglobulin heavy variable 4-55 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5653]"
"4068","ENSG00000196353",2.76143400664193,-1.09890393369001,19.5893004034672,0.00672167718633962,"ENSG00000196353","CPNE4","copine 4"
"637","ENSG00000196517",-1.43772845897609,3.9896965015193,19.3890488486058,0.00715324432772183,"ENSG00000196517","SLC6A9","solute carrier family 6 member 9"
"5694","ENSG00000170476",-3.65131258742904,4.8997925039401,19.1394216775908,0.00762645726950575,"ENSG00000170476","MZB1","marginal zone B and B1 cell specific protein"
"18493","ENSG00000254709",-4.04650465756186,0.990215787928481,19.1517800907107,0.00762645726950575,"ENSG00000254709","IGLL5","immunoglobulin lambda like polypeptide 5"
"13223","ENSG00000211937",-5.54146054547293,4.40337245987534,18.9456648536008,0.00792987936850811,"ENSG00000211937","IGHV2-5","GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]"
"13246","ENSG00000211959",-4.48516700138789,5.14225949471035,18.9543649493829,0.00792987936850811,"ENSG00000211959","IGHV4-39","Golgin subfamily A member 6 pseudogene"
"2513","ENSG00000230006",-2.9041475629237,3.97666832215504,18.7697715533678,0.00797122673158221,"ENSG00000230006","ANKRD36BP2","ankyrin repeat domain 36B pseudogene 2"
"13203","ENSG00000211896",-4.36855367341883,11.5019713911104,18.8279630349987,0.00797122673158221,"ENSG00000211896","IGHG1","ferritin heavy chain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3989]"
"13242","ENSG00000231475",-4.97250157744222,3.95354209343651,18.7750139825052,0.00797122673158221,"ENSG00000231475","IGHV4-31","golgi membrane protein 1 (GOLM1) pseudogene"
"2534","ENSG00000211611",-4.55277867529279,1.32680254970195,18.5881234584065,0.00830650536441438,"ENSG00000211611","IGKV6-21","immunoglobulin kappa joining 3 [Source:HGNC Symbol;Acc:HGNC:5721]"
"18456","ENSG00000211640",-4.21249928884581,3.56801740755115,18.616546678212,0.00830650536441438,"ENSG00000211640","IGLV6-57","novel transcript, antisense to ZNF253"
"6021","ENSG00000137265",-2.73392717372453,4.21822664472505,18.4650447480308,0.00863338469791583,"ENSG00000137265","IRF4","interferon regulatory factor 4"
"1393","ENSG00000143297",-3.61291549710047,4.87185477523186,18.2020783299158,0.00930246836377053,"ENSG00000143297","FCRL5","Fc receptor like 5"
"8333","ENSG00000137558",-3.72079000701068,3.45010917914135,18.1816560546208,0.00930246836377053,"ENSG00000137558","PI15","peptidase inhibitor 15"
"13248","ENSG00000232216",-4.38574027392153,1.67440635052334,18.2212096794652,0.00930246836377053,"ENSG00000232216","IGHV3-43","GORAB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54051]"
"2533","ENSG00000239951",-3.82040203933202,7.07570596210207,18.0682590930685,0.00964365259276947,"ENSG00000239951","IGKV3-20","immunoglobulin heavy variable 7-81 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5669]"
"2528","ENSG00000243290",-4.94905871944738,4.29365835882813,17.9338757630926,0.00985212715915864,"ENSG00000243290","IGKV1-12","immunoglobulin heavy variable 5-51 [Source:HGNC Symbol;Acc:HGNC:5659]"
"13216","ENSG00000211930",-5.99085532192833,-1.2754738872853,17.9462905028084,0.00985212715915864,"ENSG00000211930","IGHD3-3","formin binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44528]"
"18480","ENSG00000211662",-4.27028981258683,4.96706970832668,17.8991691064478,0.00985212715915864,"ENSG00000211662","IGLV3-21","novel transcript, overlapping MYO1G"
"18472","ENSG00000211653",-4.04518512051835,5.52365617869098,17.5396518592465,0.0116484486669118,"ENSG00000211653","IGLV1-40","novel transcript, MIR142 host"
"7","ENSG00000225972",-4.16683324894439,3.93780711749532,17.44442882598,0.0117468664067969,"ENSG00000225972","MTND1P23","ACAP2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41426]"
"13241","ENSG00000211953",-4.12770414737514,4.92523389373243,17.4550895450835,0.0117468664067969,"ENSG00000211953","None","GMDS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48993]"
"18669","ENSG00000100362",-3.85159753535843,0.64092267090656,17.381005034305,0.0119025287749726,"ENSG00000100362","PVALB","parvalbumin"
"7666","ENSG00000237513",-2.84903467527535,0.291017948504697,17.2806591323971,0.0120652958474394,"ENSG00000237513","AC007384.1","novel transcript, sense intronic to IRF2"
"9472","ENSG00000271046",-3.88655494597534,-0.382327419941505,17.305472475927,0.0120652958474394,"ENSG00000271046","AL512631.1","ribosomal protein S3A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18630]"
"2550","ENSG00000224607",-4.35848172481282,0.103072647406171,17.0627438900793,0.0132765978175303,"ENSG00000224607","IGKV1D-27","immunoglobulin kappa variable 1D-16 [Source:HGNC Symbol;Acc:HGNC:5748]"
"8149","ENSG00000168081",-3.00325704003745,0.436352827605046,17.0133134418757,0.0133743945977602,"ENSG00000168081","PNOC","prepronociceptin"
"2522","ENSG00000243466",-3.78023211992606,6.13491258435507,16.9225989361979,0.0137738853978212,"ENSG00000243466","IGKV1-5","immunoglobulin heavy variable 4-34 [Source:HGNC Symbol;Acc:HGNC:5650]"
"13202","ENSG00000211895",-3.79619292500102,10.4428434972281,16.8862668880233,0.013789345843107,"ENSG00000211895","IGHA1","ferritin heavy chain 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:3986]"
"2543","ENSG00000242371",-4.023882043379,5.01154098694395,16.7704886010434,0.0141513739541893,"ENSG00000242371","IGKV1-39","immunoglobulin kappa variable 1-37 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5739]"
"11047","ENSG00000110777",-2.94433196597382,5.2393558480837,16.7830554940168,0.0141513739541893,"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1"
